complex_id,complex_name,venues
sr:complex:35290,Club Tennis Las Terrazas de Miraflores,"[{'id': 'sr:venue:998', 'name': 'Estadio Nacional', 'capacity': 45574, 'city_name': 'Lima', 'country_name': 'Peru', 'map_coordinates': '-12.067278,-77.033722', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:1008', 'name': 'Estadio Monumental', 'capacity': 80093, 'city_name': 'Lima', 'country_name': 'Peru', 'map_coordinates': '-12.055791,-76.936122', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:1203', 'name': 'Estadio Alejandro Villanueva', 'capacity': 34000, 'city_name': 'Lima', 'country_name': 'Peru', 'map_coordinates': '-12.068526,-77.022881', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:5170', 'name': 'Estadio Alberto Gallardo', 'capacity': 18000, 'city_name': 'Lima', 'country_name': 'Peru', 'map_coordinates': '-12.037962,-77.045159', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:8843', 'name': 'Estadio Universidad San Marcos', 'capacity': 32000, 'city_name': 'Lima', 'country_name': 'Peru', 'map_coordinates': '12.0574586,-77.0848424,799', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:10582', 'name': 'Estadio Ivan Elias Moreno', 'capacity': 13000, 'city_name': 'Lima', 'country_name': 'Peru', 'map_coordinates': '-12.235700,-76.927608', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:15357', 'name': 'Cancha  3', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:15954', 'name': 'Estadio Municipal de Chorrillos', 'capacity': 13000, 'city_name': 'Lima', 'country_name': 'Peru', 'map_coordinates': '-12.172143,-77.027568', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26289', 'name': 'Court 4', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26293', 'name': 'Cancha 6', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26295', 'name': 'Court 7', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26297', 'name': 'Cancha 5', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26301', 'name': 'Court 8', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26333', 'name': 'Court 9', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26335', 'name': 'Court 13', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26337', 'name': 'Court 11', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26339', 'name': 'Court 10', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:26341', 'name': 'Court 14', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:35074', 'name': 'Court 16', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:35076', 'name': 'Court 15', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:35078', 'name': 'Court 12', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}, {'id': 'sr:venue:35080', 'name': 'Court 17', 'city_name': 'Lima', 'country_name': 'Peru', 'country_code': 'PER', 'timezone': 'America/Lima'}]"
sr:complex:35292,Liuzhou Tennis Center,"[{'id': 'sr:venue:24856', 'name': 'Court 6', 'city_name': 'Liuzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24858', 'name': 'Court 3', 'city_name': 'Liuzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24860', 'name': 'Court 4', 'city_name': 'Liuzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24862', 'name': 'Center', 'city_name': 'Liuzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:35376', 'name': 'Indoor Court 1', 'city_name': 'Liuzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:35378', 'name': 'Indoor Court 2', 'city_name': 'Liuzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:47508', 'name': 'Court 5', 'city_name': 'Liuzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
sr:complex:35458,Shree Shiv Chhatrapati Sports Complex,
sr:complex:35512,The Boar's Head Sports Club,"[{'id': 'sr:venue:15280', 'name': 'Court 7', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:15282', 'name': 'Court 9', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:18984', 'name': 'Court 10', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:25172', 'name': 'Center Court', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:28852', 'name': 'Court 2', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:28854', 'name': 'Court 1', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:28856', 'name': 'Court 3 Stadium', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:35514', 'name': 'Brenda Meyers Court', 'city_name': 'Charlottesville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:35516,Anexo Guayaquil Tenis Club,"[{'id': 'sr:venue:15331', 'name': 'Cancha Central', 'city_name': 'Guayaquil', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:18986', 'name': 'Estadio', 'city_name': 'Guayaquil', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:18988', 'name': 'Cancha Raul Viver', 'capacity': 1, 'city_name': 'Guayaquil', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:18990', 'name': 'Cancha 1', 'city_name': 'Guayaquil', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:18992', 'name': 'Cancha 2', 'city_name': 'Guayaquil', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:56292', 'name': 'Court 10', 'city_name': 'Guayaquil', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}]"
sr:complex:35580,Uber Arena,
sr:complex:35592,Sporting Milano 3,
sr:complex:35638,Fiera Milano stadium,
sr:complex:35640,AXA Arena NTC,
sr:complex:35642,Vendéspace,"[{'id': 'sr:venue:15292', 'name': 'Central', 'city_name': 'Mouilleron-le-Captif', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:15294', 'name': 'Court Annexe', 'city_name': 'Mouilleron-le-Captif', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:35644,Carrasco Lawn Tennis Club,"[{'id': 'sr:venue:15361', 'name': 'Cancha Central', 'city_name': 'Montevideo', 'country_name': 'Uruguay', 'country_code': 'URY', 'timezone': 'America/Montevideo'}, {'id': 'sr:venue:15363', 'name': 'Cancha 1', 'city_name': 'Montevideo', 'country_name': 'Uruguay', 'country_code': 'URY', 'timezone': 'America/Montevideo'}, {'id': 'sr:venue:15375', 'name': 'Cancha 2', 'city_name': 'Montevideo', 'country_name': 'Uruguay', 'country_code': 'URY', 'timezone': 'America/Montevideo'}, {'id': 'sr:venue:15387', 'name': 'Cancha 15', 'city_name': 'Montevideo', 'country_name': 'Uruguay', 'country_code': 'URY', 'timezone': 'America/Montevideo'}]"
sr:complex:35646,Goodfriend Indoor Tennis Center,"[{'id': 'sr:venue:15310', 'name': 'Court 2', 'city_name': 'Knoxville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:15312', 'name': 'Court 3', 'city_name': 'Knoxville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:17298', 'name': 'Court 5', 'city_name': 'Knoxville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:25374', 'name': 'Court 1', 'city_name': 'Knoxville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:25376', 'name': 'Center Court', 'city_name': 'Knoxville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:61463', 'name': 'Stadium', 'city_name': 'Knoxville', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}]"
sr:complex:35648,Palais des sports de Beaublanc,"[{'id': 'sr:venue:15296', 'name': 'Court 1', 'city_name': 'Limoges', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:15308', 'name': 'Centre', 'city_name': 'Limoges', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:17280', 'name': 'Court 2', 'city_name': 'Limoges', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:35684,Miki Disaster Management Park,"[{'id': 'sr:venue:11168', 'name': 'Noevir Stadium', 'capacity': 28996, 'city_name': 'Kobe', 'country_name': 'Japan', 'map_coordinates': '34.6568109,135.1696229', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:17282', 'name': 'Center Court', 'city_name': 'Kobe', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:17284', 'name': 'Court F', 'city_name': 'Kobe', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:17286', 'name': 'Court G', 'city_name': 'Kobe', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:17288', 'name': 'Court E', 'city_name': 'Kobe', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:67729', 'name': 'Court C', 'city_name': 'Kobe', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}]"
sr:complex:35688,Karnataka State Lawn Tennis Association,"[{'id': 'sr:venue:17078', 'name': 'Center Court', 'city_name': 'Bangalore', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:17080', 'name': 'Court 1', 'city_name': 'Bangalore', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:17084', 'name': 'Court 3', 'city_name': 'Bangalore', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:17875', 'name': 'Sree Kanteerava Stadium', 'capacity': 24000, 'city_name': 'Bangalore', 'country_name': 'India', 'map_coordinates': '12.969556,77.593469', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:19691', 'name': 'M.Chinnaswamy Stadium', 'capacity': 40000, 'city_name': 'Bangalore', 'country_name': 'India', 'map_coordinates': '12.978806,77.599556', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:25806', 'name': 'Court 2', 'city_name': 'Bangalore', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:33464', 'name': 'KSLTA Signature - Kingfisher Stadium', 'city_name': 'Bangalore', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}]"
sr:complex:35690,"Racket Club, Argentina","[{'id': 'sr:venue:74524', 'name': 'Cancha 8', 'city_name': 'Buenos Aires', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Buenos_Aires'}, {'id': 'sr:venue:74526', 'name': 'Cancha 7', 'city_name': 'Buenos Aires', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Buenos_Aires'}]"
sr:complex:35692,Atkins Tennis Center,"[{'id': 'sr:venue:15341', 'name': 'Court 1', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:15343', 'name': 'Court 2', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:19098', 'name': 'Court 5', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:31915', 'name': 'Court N2', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:31917', 'name': 'Court S2', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:31919', 'name': 'Court N5', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:31921', 'name': 'Court N6', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:81019', 'name': 'The Schwartz Court', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:81021', 'name': 'The Goldenberg Court', 'city_name': 'Champaign', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}]"
sr:complex:35694,Rice Stadium (Brian Patterson Sports Performance Center),"[{'id': 'sr:venue:24206', 'name': 'Court 2', 'city_name': 'Houston', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:24210', 'name': 'Court 4', 'city_name': 'Houston', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:24216', 'name': 'Court 10', 'city_name': 'Houston', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:24394', 'name': 'Court 12', 'city_name': 'Houston', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:33414', 'name': 'Westside Tennis Club', 'city_name': 'Houston', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:35910', 'name': 'Indoor 1', 'capacity': 1, 'city_name': 'Houston', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}, {'id': 'sr:venue:35912', 'name': 'Indoor 2', 'capacity': 1, 'city_name': 'Houston', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Chicago'}]"
sr:complex:35870,Mhalunge Balewadi Tennis Complex,"[{'id': 'sr:venue:15230', 'name': 'Centre Court', 'city_name': 'Pune', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:15232', 'name': 'Court 1', 'city_name': 'Pune', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:15234', 'name': 'Court 2', 'city_name': 'Pune', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:15244', 'name': 'Court 3', 'city_name': 'Pune', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:15246', 'name': 'Court 4', 'city_name': 'Pune', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:26363', 'name': 'Pune Club Ground', 'city_name': 'Pune', 'country_name': 'India', 'map_coordinates': '18.523473,73.879323', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}, {'id': 'sr:venue:36371', 'name': 'Court 5', 'city_name': 'Pune', 'country_name': 'India', 'country_code': 'IND', 'timezone': 'Asia/Kolkata'}]"
sr:complex:35902,Palazzetto dello Sport,"[{'id': 'sr:venue:15373', 'name': 'Via Delle Querce', 'city_name': 'Andria', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:36493,ASB Tennis Arena,"[{'id': 'sr:venue:1540', 'name': 'Stadium Court', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:1541', 'name': 'Court 4', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:1542', 'name': 'Court 6', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:1560', 'name': 'Court 1', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:1561', 'name': 'Court 2', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:1562', 'name': 'Court 3', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:1563', 'name': 'Court 5', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:2209', 'name': 'Court 8', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:15477', 'name': 'Grandstand', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:69027', 'name': 'Indoor 1', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:69029', 'name': 'Indoor 3', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:69051', 'name': 'Indoor 2', 'capacity': 1, 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:69077', 'name': 'Centre Court', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}, {'id': 'sr:venue:81619', 'name': 'Indoor 6', 'city_name': 'Auckland', 'country_name': 'New Zealand', 'country_code': 'NZL', 'timezone': 'Pacific/Auckland'}]"
sr:complex:36495,Domain Tennis Centre,"[{'id': 'sr:venue:1557', 'name': 'Centre Court', 'city_name': 'Hobart', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Tasmania'}, {'id': 'sr:venue:1565', 'name': 'COURT 8', 'city_name': 'Hobart', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Tasmania'}, {'id': 'sr:venue:26481', 'name': 'West Court', 'city_name': 'Hobart', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Tasmania'}]"
sr:complex:36497,Ohio State Varsity Tennis Center,"[{'id': 'sr:venue:16850', 'name': 'Court 5', 'city_name': 'Columbus', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:23578', 'name': 'Center Court', 'city_name': 'Columbus', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:23580', 'name': 'Court 1', 'city_name': 'Columbus', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:23582', 'name': 'Court 2', 'city_name': 'Columbus', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:23584', 'name': 'Court 3', 'city_name': 'Columbus', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:23586', 'name': 'Court 4', 'city_name': 'Columbus', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:39862', 'name': 'Indoor Court 1', 'city_name': 'Columbus', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
